data_as_of,source,source_url,cpo_name,govt_private,state,district,city_village,location,latitude,longitude,charger_or_connector_type,charger_rating,connector_rating,no_of_connectors,latitude_num,longitude_num,charger_rating_num,connector_rating_num,no_of_connectors_num
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Reliance BP,Private,Haryana,Gurugram,Gurugram,"Trillum Avenue, Near Huda City Metro Station, Sector 29,",28.461606,77.068738,LEV AC Charge point,3.3,3.3,1,28.461606,77.068738,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Reliance BP,Private,Haryana,Gurugram,Gurugram,"Trillum Avenue, Near Huda City Metro Station, Sector 29,",28.461606,77.068738,LEV AC Charge point,3.3,3.3,1,28.461606,77.068738,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Reliance BP,Private,Haryana,Gurugram,Gurugram,"Trillum Avenue, Near Huda City Metro Station, Sector 29,",28.461606,77.068738,LEV AC Charge point,3.3,3.3,1,28.461606,77.068738,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Reliance BP,Private,Haryana,Gurugram,Gurugram,"Trillum Avenue, Near Huda City Metro Station, Sector 29,",28.461606,77.068738,LEV AC Charge point,3.3,3.3,1,28.461606,77.068738,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Reliance BP,Private,Haryana,Gurugram,Gurugram,"Trillum Avenue, Near Huda City Metro Station, Sector 29,",28.461606,77.068738,LEV AC Charge point,3.3,3.3,1,28.461606,77.068738,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Reliance BP,Private,Haryana,Gurugram,Gurugram,"Trillum Avenue, Near Huda City Metro Station, Sector 29,",28.461606,77.068738,LEV AC Charge point,3.3,3.3,1,28.461606,77.068738,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Reliance BP,Private,Haryana,Gurugram,Gurugram,"Trillum Avenue, Near Huda City Metro Station, Sector 29,",28.461606,77.068738,LEV AC Charge point,3.3,3.3,1,28.461606,77.068738,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Reliance BP,Private,Haryana,Gurugram,Gurugram,"Trillum Avenue, Near Huda City Metro Station, Sector 29,",28.461606,77.068738,LEV AC Charge point,3.3,3.3,1,28.461606,77.068738,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Reliance BP,Private,Haryana,Gurugram,Gurugram,"Trillum Avenue, Near Huda City Metro Station, Sector 29,",28.461606,77.068738,Type-II AC,11,11,1,28.461606,77.068738,11.0,11.0,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Reliance BP,Private,Haryana,Gurugram,Gurugram,"Trillum Avenue, Near Huda City Metro Station, Sector 29,",28.461606,77.068738,Type-II AC,11,11,1,28.461606,77.068738,11.0,11.0,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Sonipat,Gannaur,Maharaja Darbar Statiq Fc Gt Road Gannaur Haryana 131101,29.160185,77.033607,CCS-II,30,30,,29.160185,77.033607,30.0,30.0,
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Gurugram,Gurugram,"R 75, Sector 1 Main Rd Sector 1, Manesar Gurgaon Haryana 122051",28.366400,76.943604,CCS-II,30,30,1,28.3664,76.943604,30.0,30.0,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Karnal,Karnal,"131 Km Milestone, G. T, Gt Karnal Rd, Near Karna Lake Karnal Karnal Haryana 132001",29.737900,76.975601,Type-II AC,22,22,1,29.7379,76.975601,22.0,22.0,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Karnal,Karnal,"131 Km Milestone, G. T, Gt Karnal Rd, Near Karna Lake Karnal Karnal Haryana 132001",29.737900,76.975601,CCS-II,25,25,1,29.7379,76.975601,25.0,25.0,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Karnal,Karnal,"131 Km Milestone, G. T, Gt Karnal Rd, Near Karna Lake Karnal Karnal Haryana 132001",29.737900,76.975601,CHAdeMO,25,25,1,29.7379,76.975601,25.0,25.0,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Karnal,Karnal,"131 Km Milestone, G. T, Gt Karnal Rd, Near Karna Lake Karnal Karnal Haryana 132001",29.737900,76.975601,Type-II AC,7.4,7.4,1,29.7379,76.975601,7.4,7.4,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Gurugram,Gurugram,"3-5 Near Leisure Valley Park, City Center Sector 29 Dlf Gurgaon Haryana 122002",28.468958,77.063644,CCS-II,60,60,1,28.468958,77.063644,60.0,60.0,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Gurugram,Gurugram,"95A Partii Chander Nagar, Sector 15 Gurgaon Haryana 122022",28.463900,77.048599,CCS-II,60,60,1,28.4639,77.048599,60.0,60.0,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Gurugram,Gurugram,"95A Partii Chander Nagar, Sector 15 Gurgaon Haryana 122022",28.463900,77.048599,Type-II AC,7.4,7.4,1,28.4639,77.048599,7.4,7.4,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Gurugram,Gurugram,"95A Partii Chander Nagar, Sector 15 Gurgaon Haryana 122022",28.463900,77.048599,LEV AC Charge point,3.3,3.3,1,28.4639,77.048599,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Gurugram,Gurugram,"95A Partii Chander Nagar, Sector 15 Gurgaon Haryana 122022",28.463900,77.048599,Type-II AC,7.4,7.4,1,28.4639,77.048599,7.4,7.4,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Gurugram,Gurugram,"95A Partii Chander Nagar, Sector 15 Gurgaon Haryana 122022",28.463900,77.048599,LEV AC Charge point,3.3,3.3,1,28.4639,77.048599,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Gurugram,Gurugram,"95A Partii Chander Nagar, Sector 15 Gurgaon Haryana 122022",28.463900,77.048599,Bharat DC-001,15,15,1,28.4639,77.048599,15.0,15.0,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Kurukshetra,Shahabad,"Aman Hotel Kurukshetra, Nh-1, Gt Karnal Road, Shahabad Markanda Shabhad Shahabad Haryana 136135",30.205900,76.857498,CCS-II,30,30,1,30.2059,76.857498,30.0,30.0,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Gurugram,Gurugram,"Basai Rd, Vikas Nagar, Sector 9 Gurgaon Haryana 122018",28.455999,77.000999,Type-II AC,7.4,7.4,1,28.455999,77.000999,7.4,7.4,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Gurugram,Gurugram,"Basai Rd, Vikas Nagar, Sector 9 Gurgaon Haryana 122018",28.455999,77.000999,LEV AC Charge point,3.3,3.3,1,28.455999,77.000999,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Gurugram,Gurugram,"B-Block, Sushant Lok Phase I Sector 43 Gurgaon Haryana 122002",28.459700,77.075798,CCS-II,30,30,1,28.4597,77.075798,30.0,30.0,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Gurugram,Gurugram,Behind Hotel Hbl International Sector 29 Gurgaon Haryana 122022,28.469801,77.063103,Bharat DC-001,15,15,1,28.469801,77.063103,15.0,15.0,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Gurugram,Gurugram,"Bellevue,Centralpark 2 Sector-48 Gurgaon Haryana 122018",28.421000,77.071198,Type-II AC,7.4,7.4,1,28.421,77.071198,7.4,7.4,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Gurugram,Gurugram,"Bellevue,Centralpark 2 Sector-48 Gurgaon Haryana 122018",28.421000,77.071198,Type-II AC,7.4,7.4,1,28.421,77.071198,7.4,7.4,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Gurugram,Gurugram,"Bellevue,Centralpark 2 Sector-48 Gurgaon Haryana 122018",28.421000,77.071198,Type-II AC,7.4,7.4,1,28.421,77.071198,7.4,7.4,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Gurugram,Gurugram,"Bellevue,Centralpark 2 Sector-48 Gurgaon Haryana 122018",28.421000,77.071198,Type-II AC,7.4,7.4,1,28.421,77.071198,7.4,7.4,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Karnal,Karnal,Choudhary Colony Karnal Karnal Haryana 132001,29.691919,76.977997,CCS-II,30,30,1,29.691919,76.977997,30.0,30.0,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Gurugram,Gurugram,"Deep Brothers, Palra Road, Darbaripur Gurgaon Haryana 122101",28.386101,77.006302,Type-II AC,7.4,7.4,1,28.386101,77.006302,7.4,7.4,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Gurugram,Gurugram,"Deep Brothers, Palra Road, Darbaripur Gurgaon Haryana 122101",28.386101,77.006302,LEV AC Charge point,3.3,3.3,1,28.386101,77.006302,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Sonipat,Sonipat,Deepanshu Filling Station Mehlana Road Sonipat Haryana 131001,28.984699,76.971397,CCS-II,30,30,1,28.984699,76.971397,30.0,30.0,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Gurugram,Gurugram,Dlf Phase Iv Sector 28 Galleria Gurgaon Haryana 122022,28.467300,77.081802,CCS-II,25,25,1,28.4673,77.081802,25.0,25.0,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Gurugram,Gurugram,"Ff-102 Jmd Regent Arcade Mall A Block, Dlf Phase 1, Sector 28 Gurgaon Haryana 122002",28.480200,77.088501,CCS-II,30,30,1,28.4802,77.088501,30.0,30.0,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Gurugram,Gurugram,"Ff-102 Jmd Regent Arcade Mall A Block, Dlf Phase 1, Sector 28 Gurgaon Haryana 122002",28.480200,77.088501,CCS-II,30,30,1,28.4802,77.088501,30.0,30.0,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Gurugram,Gurugram,"G-36, Jmd Galleria Sector 48 Gurgaon Haryana 122001",28.420971,77.038467,Type-II AC,7.4,7.4,1,28.420971,77.038467,7.4,7.4,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Gurugram,Gurugram,"G-36, Jmd Galleria Sector 48 Gurgaon Haryana 122001",28.420971,77.038467,LEV AC Charge point,3.3,3.3,1,28.420971,77.038467,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Gurugram,Gurugram,"G-36, Jmd Galleria Sector 48 Gurgaon Haryana 122001",28.420971,77.038467,Type-II AC,7.4,7.4,1,28.420971,77.038467,7.4,7.4,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Gurugram,Gurugram,"G-36, Jmd Galleria Sector 48 Gurgaon Haryana 122001",28.420971,77.038467,LEV AC Charge point,3.3,3.3,1,28.420971,77.038467,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Gurugram,Gurugram,"G-36, Jmd Galleria Sector 48 Gurgaon Haryana 122001",28.420971,77.038467,Type-II AC,7.4,7.4,1,28.420971,77.038467,7.4,7.4,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Gurugram,Gurugram,"G-36, Jmd Galleria Sector 48 Gurgaon Haryana 122001",28.420971,77.038467,LEV AC Charge point,3.3,3.3,1,28.420971,77.038467,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Gurugram,Gurugram,"G-36, Jmd Galleria Sector 48 Gurgaon Haryana 122001",28.420971,77.038467,CCS-II,30,30,1,28.420971,77.038467,30.0,30.0,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Gurugram,Gurugram,"G-36, Jmd Galleria Sector 48 Gurgaon Haryana 122001",28.420971,77.038467,Type-II AC,7.4,7.4,1,28.420971,77.038467,7.4,7.4,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Gurugram,Gurugram,"G-36, Jmd Galleria Sector 48 Gurgaon Haryana 122001",28.420971,77.038467,LEV AC Charge point,3.3,3.3,1,28.420971,77.038467,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Hisar,Sangli,"Ganpati Petro, Indian Oil Corporation Vidyut Nagar, Hisar Sangli Haryana 125011",29.133209,75.753380,CCS-II,30,30,1,29.133209,75.75338,30.0,30.0,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Hisar,Sangli,"Ganpati Petro, Indian Oil Corporation Vidyut Nagar, Hisar Sangli Haryana 125011",29.133209,75.753380,LEV AC Charge point,3.3,3.3,1,29.133209,75.75338,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Gurugram,Gurugram,"Gil It/Ites Sez, Candor Tech Space Dundahera, Sector 21 Gurgaon Haryana 122016",28.303301,77.035919,Bharat AC-001,3.3,3.3,1,28.303301,77.035919,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Gurugram,Gurugram,"Gil It/Ites Sez, Candor Tech Space Dundahera, Sector 21 Gurgaon Haryana 122016",28.303301,77.035919,Bharat AC-001,3.3,3.3,1,28.303301,77.035919,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Gurugram,Gurugram,"Gil It/Ites Sez, Candor Tech Space Dundahera, Sector 21 Gurgaon Haryana 122016",28.303301,77.035919,Bharat DC-001,15,15,1,28.303301,77.035919,15.0,15.0,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Gurugram,Gurugram,"Golf Course Ext Rd, Badshahpur Sector 66 Gurgaon Haryana 122018",28.395901,77.059303,Type-II AC,7.4,7.4,1,28.395901,77.059303,7.4,7.4,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Gurugram,Gurugram,"Golf Course Ext Rd, Badshahpur Sector 66 Gurgaon Haryana 122018",28.395901,77.059303,LEV AC Charge point,3.3,3.3,1,28.395901,77.059303,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Rewari,Rewari,"Hans Resort Near Kasola Chowk, Rewari Rewari Haryana 123501",28.125690,76.637749,CCS-II,30,30,1,28.12569,76.637749,30.0,30.0,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Gurugram,Gurugram,Heritage City 581-600 Flats Heritage City Gurgaon Haryana 122022,28.482300,77.076599,Type-II AC,7.4,7.4,1,28.4823,77.076599,7.4,7.4,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Gurugram,Gurugram,"Highway King Hotels Private Limited Khasra No -35/24/2, 35/25, 34/2/1. N-H 8, Delhi- Jaipur Highway Gurgaon Haryana 122413",28.298389,76.868790,CCS-II,60,60,,28.298389,76.86879,60.0,60.0,
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Gurugram,Gurugram,"Highway King Hotels Private Limited Khasra No -35/24/2, 35/25, 34/2/1. N-H 8, Delhi- Jaipur Highway Gurgaon Haryana 122413",28.298389,76.868790,CCS-II,60,60,1,28.298389,76.86879,60.0,60.0,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Rewari,Rewari,"/ŶĚŝĂŶKŝůWĞƚƌŽůWƵŵƉ;KƉ&ƵĞůƐͿ:ŽŶĂǁĂƐEĞǆƚdŽ ƵƌŽ/ŶƚĞƌŶĂƚŝŽŶĂů ^ĐŚŽŽůĞůŚŝZŽĂĚdĞŚƐŝůZĞǁĂƌŝZĞǁĂƌŝ,ĂƌǇĂŶĂϭϮϮϱϬϮ",28.203800,76.697899,CCS-II,30,30,1,28.2038,76.697899,30.0,30.0,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Rohtak,Rohtak,Ismaila-B Ismaila-B Rohtak Haryana 124501,28.803820,76.735100,CCS-II,30,30,1,28.80382,76.7351,30.0,30.0,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Sonipat,Sonipat,Jhilmil Dhaba Murthal Sonipat Haryana 131027,29.035276,77.070831,CCS-II,30,30,1,29.035276,77.070831,30.0,30.0,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Gurugram,Gurugram,"Jmd Regent Plaza Mehrauli-Gurgaon Rd, Near Guru Dronacharya Gurgaon Haryana 122001",28.481291,77.100441,CCS-II,60,60,1,28.481291,77.100441,60.0,60.0,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Gurugram,Gurugram,"Jmd Regent Plaza Mehrauli-Gurgaon Rd, Near Guru Dronacharya Gurgaon Haryana 122001",28.481291,77.100441,Bharat DC-001,15,15,1,28.481291,77.100441,15.0,15.0,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Gurugram,Gurugram,"Jmd Regent Plaza Mehrauli-Gurgaon Rd, Near Guru Dronacharya Gurgaon Haryana 122001",28.481291,77.100441,CCS-II,30,30,1,28.481291,77.100441,30.0,30.0,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Gurugram,Gurugram,"Karma Lakeland, Nh-8, Sector 80 Manesar Gurgaon Haryana 122051",28.363899,76.960701,Type-II AC,7.7,7.7,1,28.363899,76.960701,7.7,7.7,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Gurugram,Gurugram,"Karma Lakeland, Nh-8, Sector 80 Manesar Gurgaon Haryana 122051",28.363899,76.960701,Type-II AC,7.7,7.7,1,28.363899,76.960701,7.7,7.7,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Karnal,Karnal,"Mayur Dhaba, Karnal ,Grand Trunk Road Sector 14 Karnal Haryana 132001",29.726919,76.978683,CCS-II,30,30,1,29.726919,76.978683,30.0,30.0,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Gurugram,Gurugram,"Mehrauli Gurgaon Service Rd, Besides Gurgaon Central, Sector 25 Mg Road Gurgaon Haryana 122022",28.479000,77.075996,Bharat DC-001,15,15,1,28.479,77.075996,15.0,15.0,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Gurugram,Gurugram,"Mehrauli-Gurgaon Rd Heritage City, Sector 25 Gurgaon Haryana 122002",28.481001,77.082802,Type-II AC,7.4,7.4,1,28.481001,77.082802,7.4,7.4,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Gurugram,Gurugram,"Mehrauli-Gurgaon Rd Heritage City, Sector 25 Gurgaon Haryana 122002",28.481001,77.082802,LEV AC Charge point,3.3,3.3,1,28.481001,77.082802,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Gurugram,Gurugram,"Mehrauli-Gurgaon Rd Heritage City, Sector 25 Gurgaon Haryana 122002",28.481001,77.082802,Type-II AC,7.4,7.4,1,28.481001,77.082802,7.4,7.4,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Gurugram,Gurugram,"Mehrauli-Gurgaon Rd Heritage City, Sector 25 Gurgaon Haryana 122002",28.481001,77.082802,LEV AC Charge point,3.3,3.3,1,28.481001,77.082802,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Gurugram,Gurugram,"Mehrauli-Gurgaon Rd Heritage City, Sector 25 Gurgaon Haryana 122002",28.481001,77.082802,CCS-II,60,60,1,28.481001,77.082802,60.0,60.0,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Sharify,Private,Haryana,Sirsa,Sirsa,National Highway 10 Nh10 Sirsa Haryana 125055,29.528000,75.132500,CCS-II,30,30,1,29.528,75.1325,30.0,30.0,1.0
