data_as_of,source,source_url,cpo_name,govt_private,state,district,city_village,location,latitude,longitude,charger_or_connector_type,charger_rating,connector_rating,no_of_connectors,latitude_num,longitude_num,charger_rating_num,connector_rating_num,no_of_connectors_num
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,IOCL,Govt.,Andaman & Nicobar,South Andamans,South Andaman,Iocl Dealer Govind Nagar Swaraj Dweep (Havelock No.2),12.034186,92.992718,Type-II AC,7.4,7.4,1,12.034186,92.992718,7.4,7.4,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,IOCL,Govt.,Andaman & Nicobar,South Andamans,South Andaman,Iocl Dealer S.No.45/1 Bimblitan Port Blair,11.604053,92.694109,Type-II AC,7.4,7.4,1,11.604053,92.694109,7.4,7.4,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,IOCL,Govt.,Andaman & Nicobar,South Andamans,South Andaman,Marina Refueling Station Vill-Austinabad Po-Brijgunj Tehsil-Port Blair Dist. South Anda,11.637410,92.735160,LEV AC Charge point,3.3,3.3,1,11.63741,92.73516,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Tata Power,Private,Andaman & Nicobar,South Andamans,Port Blair,"Gennext Motors , Pahargaon, Ground Floor New, Pahargaon, Port Blair, Andaman And Nicobar Islands 744103",11.630305,92.724835,CCS-II,25,25,1,11.630305,92.724835,25.0,25.0,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Tirupati,Tirupati,"27, 962, Chittoor-Bangalore Rd, Near Tvs Showroom, Ram Nagar Colony, Chittoor, Andhra Pradesh 517001",13.208240,79.091059,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,13.20824,79.091059,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Tirupati,Tirupati,"P Kothakota, Chavatapalli, Chittoor, Nh-18A, Chittoor Tirupati Road, Chittoor, Chittoor, Andhra Pradesh 517124",13.395837,79.098628,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,13.395837,79.098628,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Tirupati,Tirupati,"F5Hq+Pph, Sh 61, Panapakam, Andhra Pradesh 517112",13.479711,79.189436,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,13.479711,79.189436,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Tirupati,Tirupati,"H7Hq+M8M, Chittoor, Andhra Pradesh 517101",13.579204,79.288332,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,13.579204,79.288332,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Tirupati,Tirupati,"M, Balaji Nagar, Thondavada Village, Nh-140, Chandragiri, Tirupati, Andhra Pradesh 517505",13.585804,79.333717,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,13.585804,79.333717,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Tirupati,Tirupati,"Opp Narayana Junior College, Near Chennai - Anatapur Highway - 517102",13.615353,79.313392,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,13.615353,79.313392,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Tirupati,Tirupati,"Hitec Nissan, 714/ 2B Tukivakam, 200 Ft. Chennai, Bangalore Tirupathi Bypass Rd, Tirupati, Andhra Pradesh 517520",13.615964,79.480223,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,13.615964,79.480223,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Tirupati,Tirupati,"Anantapur - Tirupati Hwy, Saibaba Colony, Thatithopu, Tirupati, Andhra Pradesh 517101",13.617293,79.371649,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,13.617293,79.371649,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Tirupati,Tirupati,"Vedhavyasa Bhavan, Air Bypass Road, Royal Nagar, Tirupati, Andhra Pradesh",13.622645,79.414697,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,13.622645,79.414697,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Tirupati,Tirupati,"Vedhavyasa Bhavan, Air Bypass Road, Royal Nagar, Tirupati, Andhra Pradesh",13.622645,79.414697,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,13.622645,79.414697,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Tirupati,Tirupati,"D No 19/8, 181/E8, Air Bypass Rd, Opposite D Mart, Yadava Colony, Royal Nagar, Tirupati, Andhra Pradesh 517501",13.622753,79.420758,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,13.622753,79.420758,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Tirupati,Tirupati,"Kanigiri - Tirupathi Rd, Sv Auto Nagar, Tirupati, Andhra Pradesh",13.629277,79.461988,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,13.629277,79.461988,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Tirupati,Tirupati,"Plot No :28 Akkarampalle Main Road, Beside Nandini Bakery, Tirupati, Andhra Pradesh 517501",13.644741,79.437938,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,13.644741,79.437938,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Tirupati,Tirupati,"2, Tmb Road, Srinivasa Nagar, Madura Nagar, Tirupati, Andhra Pradesh 517501",13.650289,79.423984,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,13.650289,79.423984,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Tirupati,Tirupati,"Pn Rd, Srikalahasti, Andhra Pradesh 517644",13.758817,79.707775,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,13.758817,79.707775,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Sri Potti Sriramulu Nellore,Nellore,"Near Honda Show Room, Ground, 8/87-2, Raja Street, Gudur, Spsr Nellore, Andhra Pradesh, 524101.",14.138390,79.862630,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,14.13839,79.86263,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Sri Potti Sriramulu Nellore,Nellore,"Bus Stop, Dnt Colony, Grand Trunk Road, Venkata Reddy Nagar, Nellore, Andhra Pradesh 524004",14.405013,79.951682,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,14.405013,79.951682,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Sri Potti Sriramulu Nellore,Nellore,"Sportello Presto Restaurant Private Limited Near Sakshi News Paper Survey No 200-1, Nh45, Kondayapalem, Nellore, Andhra Pradesh 524002",14.413488,79.982189,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,14.413488,79.982189,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Sri Potti Sriramulu Nellore,Nellore,"Opp. Lic Main Branch, Kondayapalem Gate Main Rd, Near Mgb Felicity Mall, Sujathamma Colony, Dargamitta, Nellore, Andhra Pradesh 524003",14.428871,79.966426,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,14.428871,79.966426,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Sri Potti Sriramulu Nellore,Nellore,"Lecturers Colony, Lecturer'S Colony, Magunta Layout, Nellore, Andhra Pradesh 524003",14.435977,79.975689,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,14.435977,79.975689,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Sri Potti Sriramulu Nellore,Nellore,"Lecturers Colony, Lecturer'S Colony, Magunta Layout, Nellore, Andhra Pradesh 524003",14.435977,79.975689,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,14.435977,79.975689,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Sri Potti Sriramulu Nellore,Nellore,"Cxqc+942, Opposite To Reliance Mart, Near Kvr Petrol Bunk, Dargamitta, Nellore, Andhra Pradesh 524003",14.438390,79.970272,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,14.43839,79.970272,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Sri Potti Sriramulu Nellore,Nellore,"Cxqx+Qw5, Guntur-Chennai Hwy, Chintareddy Palem, Nellore, Andhra Pradesh 524002",14.439406,79.999846,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,14.439406,79.999846,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Sri Potti Sriramulu Nellore,Nellore,"Balaji Nagar Rd, Balaji Nagar, Nellore, Andhra Pradesh 524002",14.450535,79.992435,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,14.450535,79.992435,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Guntur,Guntur,"N.R.T Centre, Chilakaluripet, Andhra Pradesh 522616",16.095078,80.165872,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,,16.095078,80.165872,3.3,3.3,
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Krishna,Vijayawada,"Near, Nh216, Reserve Police Quarters, Machilipatnam, Andhra Pradesh 521001",16.189181,81.139076,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,16.189181,81.139076,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Guntur,Guntur,"Sivaram Nagar Post, Chuttagunta, Guntur, Andhra Pradesh 522003",16.291247,80.427374,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,16.291247,80.427374,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Guntur,Guntur,"Door No :12-22-8, Kothapet, Guntur, Andhra Pradesh 522001",16.296253,80.449571,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,16.296253,80.449571,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Guntur,Guntur,"4Thline, 9Th Cross Rd, Brodipet, Guntur, Andhra Pradesh 522002",16.302581,80.434916,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,16.302581,80.434916,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Guntur,Guntur,"Arundelpet, 4Th Ln, Main Road, Guntur, Andhra Pradesh 522002",16.304241,80.443994,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,16.304241,80.443994,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Guntur,Guntur,"Door No :15-11-150, Beside Mediline Hospital, Near Padmaja Petrol Bunk Mangalagiri Road, Guntur - Vijayawada Hwy, Sitaram Nagar, Guntur, Andhra Pradesh 522001",16.304814,80.461698,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,16.304814,80.461698,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Guntur,Guntur,"1St Line, Navabharath Nagar, Guntur, Andhra Pradesh 522006",16.318820,80.421427,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,16.31882,80.421427,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Guntur,Guntur,"D.No 133-21 & 133-21/A 11-237/3A Gorantla, Guntur, Gorlavaripalem Guntur, Andhra Pradesh 522034.",16.329035,80.438296,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,16.329035,80.438296,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Guntur,Guntur,"D.No 133-21 & 133-21/A 11-237/3A Gorantla, Guntur, Gorlavaripalem Guntur, Andhra Pradesh 522034.",16.329035,80.438296,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,16.329035,80.438296,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Guntur,Guntur,"Kaza Toll Plaza National Highway 16, Kaza, Village, Guntur, Andhra Pradesh 522508",16.388414,80.535797,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,16.388414,80.535797,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Krishna,Vijayawada,"Koganti Rajabapaih Cho2K, Gudivada, Andhra Pradesh 521301",16.433838,80.993187,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,16.433838,80.993187,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Krishna,Vijayawada,"New Bypas Road, Near Kkr Gowtham School, Gudivada, Andhra Pradesh 521301",16.438100,81.006835,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,16.4381,81.006835,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Krishna,Vijayawada,"5/5, Beside Chaitanya Junior College, Bandar Road, Ganguru, Penamaluru, Andhra Pradesh 521139",16.467236,80.728576,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,16.467236,80.728576,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Krishna,Vijayawada,"Nh 16 Service Rd, Kunchanapalli, Andhra Pradesh 522501",16.469519,80.615045,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,16.469519,80.615045,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Krishna,Vijayawada,"Chowdary Pet Rd, Padmaja Nagar, Ayyappa Nagar, Vijayawada, Andhra Pradesh 520007",16.485202,80.682627,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,16.485202,80.682627,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Krishna,Vijayawada,"Kp Nagar Main Rd, Gurunanak Nagar, K P Nagar, Benz Circle, Vijayawada, Andhra Pradesh",16.500726,80.657429,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,16.500726,80.657429,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Krishna,Vijayawada,"Kp Nagar Main Rd, Gurunanak Nagar, K P Nagar, Benz Circle, Vijayawada, Andhra Pradesh",16.500726,80.657429,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,16.500726,80.657429,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Krishna,Vijayawada,"40-5-8, Tikkle Rd, Venkateswara Puram, Sidhartha Nagar, Labbipet, Vijayawada, Andhra Pradesh 520010",16.500783,80.648460,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,16.500783,80.64846,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Krishna,Vijayawada,"40- 07-22, Jammi Chettu St, Mogalrajapuram, Labbipet, Vijayawada, Andhra Pradesh 520010",16.504645,80.643785,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,16.504645,80.643785,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Krishna,Vijayawada,"Padmavathi Ghat, Krishnalanka, Vijayawada, Andhra Pradesh 520013",16.506758,80.615828,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,16.506758,80.615828,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Krishna,Vijayawada,"D.No. 27-16-104, Besant Road Entrance Opp: Raghavaiah Park, Bunder Rd, Vijayawada, Andhra Pradesh 520002",16.508521,80.625938,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,16.508521,80.625938,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Krishna,Vijayawada,"Ward No.2 Brts Road, Beside Model Dairy Outlet, Divine Nagar, Machavaram, Vijayawada, Andhra Pradesh 520004",16.524532,80.656119,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,16.524532,80.656119,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Krishna,Vijayawada,"Beside Vijayawada Airport, Nh5, Durgapuram Kesarapalli, Village, Gannavaram, Andhra Pradesh 521101",16.532584,80.792134,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,16.532584,80.792134,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Krishna,Vijayawada,"Mailurai Center, Beside National Highway 65, Near Mile Stone, Venkateswara Nagar, Mahendra Nagar, Gollapudi, Vijayawada, Andhra Pradesh 521225",16.539605,80.582926,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,16.539605,80.582926,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,West Godavari,Bhimavaram,"Ggv8+Qq3, Abhiruchi Building, Juvvalapalem Rd, Hamsameda, Bhimavaram, Andhra Pradesh 534202",16.544476,81.516966,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,16.544476,81.516966,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,West Godavari,Bhimavaram,"Rk Complex, Undi Rd, Narasimhapuram, Bhimavaram, Andhra Pradesh 534202",16.553485,81.509125,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,16.553485,81.509125,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,West Godavari,Bhimavaram,"Rk Complex, Undi Rd, Narasimhapuram, Bhimavaram, Andhra Pradesh 534202",16.553485,81.509125,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,16.553485,81.509125,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Krishna,Vijayawada,"Nh 65, Near Hp Petrol Bunk, Ibrahimpatnam Vijayawada, Vijayawada, Andhra Pradesh 521456",16.578756,80.528400,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,16.578756,80.5284,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Krishna,Vijayawada,"Dr. Prabhavathi Hospital Road, Near Venkatrao Pet Postoffice, Eluru, Andhra Pradesh 534001",16.712249,81.102931,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,,16.712249,81.102931,3.3,3.3,
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Visakhapatnam,Rajahmundry,"16-5-7, Nalla Krishna Veni Colony, Undrajavaram-Velagadurru Road, Opp. Sfs High School, Ngo'S Colony, Palangi, Tanuku, Andhra Pradesh 534211",16.760265,81.694515,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,16.760265,81.694515,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Visakhapatnam,Rajahmundry,"Door No:- 2-16-17 Jubliee Road Bank Of Baroda Building, Near Railway Station, Tadepalligudem, Andhra Pradesh 534101",16.813227,81.527013,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,16.813227,81.527013,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Kakinada,Kakinada,"Beside Lalitha Jewellery, Balaji Cheruvu Center, Kakinada, Andhra Pradesh 533001",16.952450,82.232389,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,16.95245,82.232389,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Kakinada,Kakinada,"Beside Bashyam School, Shanti Nagar, Kakinada, Andhra Pradesh 533003",16.968347,82.245258,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,16.968347,82.245258,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Kakinada,Kakinada,"Sarpavaram Junction, Dist, Ramnyyapeta, Bank Colony, Kakinada, Andhra Pradesh 533005",16.995111,82.239742,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,16.995111,82.239742,3.3,3.3,1.0
2025-10-26,Bureau of Energy Efficiency / Ministry of Power,https://beeindia.gov.in/WriteReadData/RTF1984/EV_PCS_Data_29277.pdf,Ather,Private,Andhra Pradesh,Kakinada,Kakinada,"Sarpavaram Junction, Dist, Ramnyyapeta, Bank Colony, Kakinada, Andhra Pradesh 533005",16.995111,82.239742,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,16.995111,82.239742,3.3,3.3,1.0
